Transaction ID,Date,Customer ID,Gender,Age,Product Category,Product Name,Quantity,Price per Unit,Total Amount,Region
100308,2024-05-18,C2308,Female,45.0,Electronics,Smartphone Case,1,3632,3632,East
100309,2024-01-27,C2309,Male,23.0,Electronics,Wireless Earbuds,2,3410,6820,West
100310,2023-05-15,C2310,Female,41.0,Home & Kitchen,Cotton Bedsheet Set,2,1256,2512,South
100311,2023-07-14,C2311,Male,38.0,Home & Kitchen,Ceramic Mug Set,1,4927,4927,West
100312,2024-02-05,C2312,Male,18.0,Home & Kitchen,Non-stick Pan,2,424,848,South
100313,2024-10-01,C2313,Female,39.0,Clothing,Winter Jacket,1,1150,1150,North
100314,2023-02-02,C2314,Female,37.0,Home & Kitchen,Non-stick Pan,4,3636,14544,South
100315,2024-11-18,C2315,Male,54.0,Clothing,Sneakers,2,689,1378,West
100316,2024-04-04,C2316,Female,45.0,Home & Kitchen,Cotton Bedsheet Set,1,1731,1731,South
100317,2024-04-14,C2317,Male,50.0,Home & Kitchen,Non-stick Pan,2,2816,5632,West
100318,2024-01-10,C2318,Female,34.0,Home & Kitchen,Cotton Bedsheet Set,1,4845,4845,South
100319,2023-01-22,C2319,Male,26.0,Clothing,Denim Jeans,1,3249,3249,East
100320,2024-10-31,C2320,Male,53.0,Clothing,Formal Shirt,1,3404,3404,South
100321,2023-02-07,C2321,Female,26.0,Electronics,USB-C Cable,4,14195,56780,East
100322,2023-08-18,C2322,Male,23.0,Electronics,Bluetooth Speaker,2,8444,16888,South
100323,2023-12-31,C2323,Male,23.0,Groceries,Cooking Oil 1L,1,251,251,West
100324,2024-07-16,C2324,Female,35.0,Electronics,Smartwatch,1,12537,12537,North
100325,2024-03-13,C2325,Female,18.0,Beauty,Lipstick Set,1,357,357,South
100326,2023-10-10,C2326,Male,53.0,Home & Kitchen,LED Table Lamp,1,3616,3616,South
100327,2023-01-27,C2327,Female,27.0,Electronics,Smartphone Case,1,3649,3649,South
100328,2023-08-14,C2328,Female,18.0,Beauty,Face Moisturizer,2,709,1418,North
100329,2023-10-04,C2329,Female,35.0,Electronics,Bluetooth Speaker,1,7209,7209,North
100330,2024-08-31,C2330,Female,24.0,Groceries,Instant Noodles Pack,1,917,917,North
100331,2023-10-11,C2331,Female,52.0,Beauty,Face Moisturizer,1,232,232,South
100332,2024-04-25,C2332,Female,52.0,Home & Kitchen,LED Table Lamp,2,425,850,South
100333,2024-03-28,C2333,Male,33.0,Groceries,Instant Noodles Pack,3,416,1248,South
100334,2024-10-20,C2334,Female,19.0,Home & Kitchen,LED Table Lamp,4,1109,4436,East
100335,2024-05-30,C2335,Female,41.0,Electronics,Wireless Earbuds,2,1934,3868,North
100336,2024-06-30,C2336,Male,33.0,Electronics,Wireless Earbuds,1,3146,3146,East
100337,2023-07-11,C2337,Female,26.0,Beauty,Shampoo 500ml,1,1779,1779,West
100338,2023-02-18,C2338,Female,39.0,Home & Kitchen,Cotton Bedsheet Set,1,2616,2616,East
100339,2024-05-26,C2339,Female,20.0,Home & Kitchen,Cotton Bedsheet Set,2,2806,5612,South
100340,2023-01-17,C2340,Female,31.0,Electronics,USB-C Cable,3,11588,34764,East
100341,2023-06-21,C2341,Male,49.0,Electronics,USB-C Cable,2,1479,2958,East
100342,2023-08-08,C2342,Male,29.0,Groceries,Almonds 500g,1,112,112,South
100343,2023-06-07,C2343,Female,33.0,Clothing,Sneakers,1,2435,2435,North
100344,2024-04-21,C2344,Male,39.0,Home & Kitchen,LED Table Lamp,1,1887,1887,West
100345,2023-02-15,C2345,Male,22.0,Home & Kitchen,Storage Organizer,1,4414,4414,West
100346,2024-01-08,C2346,Female,28.0,Clothing,Women's Dress,1,576,576,West
100347,2024-06-01,C2347,Female,40.0,Home & Kitchen,LED Table Lamp,1,4659,4659,West
100348,2023-04-09,C2348,Female,38.0,Electronics,Wireless Earbuds,1,11148,11148,East
100349,2023-02-06,C2349,Female,30.0,Home & Kitchen,Cotton Bedsheet Set,1,3192,3192,North
100350,2023-10-07,C2350,Female,51.0,Beauty,Sunscreen SPF50,2,644,1288,West
100351,2023-12-15,C2351,Female,28.0,Beauty,Perfume 100ml,1,811,811,South
100352,2024-05-11,C2352,Male,31.0,Clothing,Women's Dress,2,933,1866,South
100353,2023-10-29,C2353,Female,30.0,Beauty,Shampoo 500ml,1,561,561,West
100354,2023-06-30,C2354,Female,50.0,Clothing,Men's T-Shirt,1,318,318,North
100355,2024-08-29,C2355,Male,28.0,Clothing,Sneakers,2,3277,6554,West
100356,2023-04-09,C2356,Male,34.0,Home & Kitchen,Ceramic Mug Set,1,3222,3222,North
100357,2024-11-30,C2357,Female,38.0,Home & Kitchen,Cotton Bedsheet Set,1,1066,1066,East
100358,2023-04-26,C2358,Male,31.0,Beauty,Shampoo 500ml,1,1938,1938,East
100359,2023-07-10,C2359,Female,38.0,Groceries,Almonds 500g,2,1166,2332,West
100360,2023-09-10,C2360,Male,37.0,Clothing,Denim Jeans,1,1522,1522,West
100361,2023-06-10,C2361,Female,30.0,Clothing,Sneakers,1,2404,2404,West
100362,2023-09-13,C2362,Female,27.0,Electronics,Smartwatch,1,11790,11790,South
100363,2023-11-19,C2363,Male,36.0,Home & Kitchen,Storage Organizer,4,884,3536,South
100364,2023-05-08,C2364,Male,29.0,Electronics,Smartwatch,1,11613,11613,South
100365,2023-01-18,C2365,Male,32.0,Groceries,Green Tea Box,2,610,1220,East
100366,2024-07-19,C2366,Female,18.0,Electronics,Wireless Earbuds,1,1049,1049,East
100367,2024-07-23,C2367,Female,37.0,Home & Kitchen,Cotton Bedsheet Set,2,293,586,North
100368,2023-11-19,C2368,Female,39.0,Electronics,USB-C Cable,1,12505,12505,East
100369,2024-11-16,C2369,Male,49.0,Groceries,Instant Noodles Pack,1,987,987,South
100370,2024-09-17,C2370,Female,,Home & Kitchen,Cotton Bedsheet Set,1,1204,1204,East
100371,2023-10-15,C2371,Female,41.0,Beauty,Lipstick Set,2,520,1040,East
100372,2024-10-24,C2372,Female,35.0,Home & Kitchen,Non-stick Pan,1,2975,2975,West
100373,2024-09-30,C2373,Female,18.0,Clothing,Formal Shirt,1,3215,3215,North
100374,2023-06-04,C2374,Male,36.0,Home & Kitchen,Storage Organizer,1,3184,3184,South
100375,2024-05-04,C2375,Male,28.0,Clothing,Men's T-Shirt,1,2881,2881,West
100376,2024-01-21,C2376,Female,41.0,Electronics,Power Bank,1,2637,2637,West
100377,2023-04-14,C2377,Female,30.0,Clothing,Sneakers,1,376,376,West
100378,2024-01-28,C2378,Male,42.0,Electronics,Smartwatch,2,6469,12938,West
100379,2023-09-03,C2379,Male,40.0,Groceries,Green Tea Box,1,302,302,West
100380,2023-06-25,C2380,Female,40.0,Groceries,Instant Noodles Pack,2,557,1114,East
100381,2023-02-08,C2381,Female,48.0,Electronics,Bluetooth Speaker,1,9506,9506,West
100382,2024-04-21,C2382,Female,53.0,Beauty,Face Moisturizer,1,1714,1714,South
100383,2024-11-12,C2383,Female,28.0,Electronics,Bluetooth Speaker,2,1450,2900,South
100384,2024-06-21,C2384,Female,46.0,Beauty,Shampoo 500ml,1,1834,1834,East
100385,2024-02-12,C2385,Female,40.0,Beauty,Shampoo 500ml,3,2386,7158,East
100386,2024-06-08,C2386,Female,45.0,Clothing,Denim Jeans,1,3714,3714,South
100387,2024-05-20,C2387,Female,48.0,Electronics,USB-C Cable,1,1415,1415,South
100388,2023-02-05,C2388,Female,51.0,Beauty,Sunscreen SPF50,3,583,1749,West
100389,2024-11-15,C2389,Male,43.0,Home & Kitchen,Cotton Bedsheet Set,1,339,339,North
100390,2023-01-20,C2390,Female,28.0,Beauty,Lipstick Set,3,1760,5280,North
100391,2023-11-17,C2391,Female,32.0,Clothing,Formal Shirt,3,2687,8061,West
100392,2024-05-26,C2392,Male,24.0,Beauty,Sunscreen SPF50,4,1101,4404,West
100393,2024-02-04,C2393,Female,44.0,Groceries,Almonds 500g,1,514,514,West
100394,2024-10-15,C2394,Male,18.0,Clothing,Sneakers,1,2623,2623,East
100395,2024-04-15,C2395,Male,20.0,Groceries,Instant Noodles Pack,1,1171,1171,North
100396,2023-05-23,C2396,Male,31.0,Electronics,USB-C Cable,1,3575,3575,West
100397,2023-04-02,C2397,Male,31.0,Home & Kitchen,Storage Organizer,1,4705,4705,East
100398,2023-12-20,C2398,Male,28.0,Electronics,USB-C Cable,2,12603,25206,North
100399,2024-12-27,C2399,Female,35.0,Home & Kitchen,LED Table Lamp,1,2680,2680,South
100400,2023-02-20,C2400,Male,50.0,Electronics,Bluetooth Speaker,1,11135,11135,South
100401,2024-10-26,C2401,Female,32.0,Clothing,Winter Jacket,1,1769,1769,South
100402,2024-11-28,C2402,Male,21.0,Groceries,Cooking Oil 1L,2,155,310,South
100403,2024-07-28,C2403,Male,28.0,Beauty,Perfume 100ml,2,1572,3144,North
100404,2023-07-09,C2404,Female,34.0,Electronics,Power Bank,4,3240,12960,South
100405,2023-05-05,C2405,Female,30.0,Beauty,Perfume 100ml,1,1384,1384,North
100406,2023-05-30,C2406,Female,53.0,Home & Kitchen,Storage Organizer,1,3127,3127,South
100407,2023-11-10,C2407,Male,34.0,Groceries,Almonds 500g,4,1145,4580,East
100408,2024-07-23,C2408,Male,27.0,Electronics,Smartwatch,2,852,1704,West
100409,2023-12-08,C2409,Female,28.0,Clothing,Sneakers,1,2594,2594,North
100410,2023-11-01,C2410,Male,46.0,Clothing,Denim Jeans,3,2091,6273,West
100411,2024-11-22,C2411,Male,36.0,Electronics,Wireless Earbuds,1,11326,11326,West
100412,2024-11-12,C2412,Female,32.0,Electronics,Smartwatch,2,11678,23356,North
100413,2023-02-23,C2413,Male,28.0,Electronics,Wireless Earbuds,1,3929,3929,West
100414,2024-03-19,C2414,Female,43.0,Groceries,Green Tea Box,1,748,748,East
100415,2024-09-04,C2415,Male,50.0,Clothing,Formal Shirt,4,2955,11820,East
100416,2023-09-21,C2416,Male,20.0,Clothing,Denim Jeans,1,3008,3008,East
100417,2023-02-22,C2417,Female,41.0,Clothing,Winter Jacket,1,2818,2818,South
100418,2024-07-25,C2418,Female,25.0,Home & Kitchen,Non-stick Pan,2,3322,6644,South
100419,2024-09-11,C2419,Male,41.0,Clothing,Sneakers,1,1252,1252,West
100420,2023-01-05,C2420,Female,37.0,Home & Kitchen,Cotton Bedsheet Set,2,1132,2264,North
100421,2023-04-13,C2421,Male,29.0,Beauty,Sunscreen SPF50,2,1741,3482,North
100422,2023-07-15,C2422,Male,18.0,Electronics,Bluetooth Speaker,1,10248,10248,South
100423,2023-12-16,C2423,Female,26.0,Clothing,Denim Jeans,1,2342,2342,East
100424,2023-02-16,C2424,Female,24.0,Clothing,Women's Dress,1,592,592,South
100425,2024-10-17,C2425,Female,44.0,Groceries,Almonds 500g,2,1026,2052,East
100426,2023-09-26,C2426,Male,44.0,Groceries,Cooking Oil 1L,1,845,845,West
100427,2024-01-05,C2427,Male,28.0,Electronics,Smartphone Case,3,12555,37665,North
100428,2024-09-27,C2428,Male,19.0,Home & Kitchen,Ceramic Mug Set,1,1523,1523,North
100429,2023-04-16,C2429,Female,43.0,Clothing,Denim Jeans,2,2811,5622,South
100430,2024-10-31,C2430,Female,47.0,Groceries,Almonds 500g,1,211,211,South
100431,2024-10-20,C2431,Male,26.0,Clothing,Men's T-Shirt,1,1901,1901,South
100432,2024-10-18,C2432,Female,18.0,Clothing,Men's T-Shirt,2,1792,3584,South
100433,2023-04-30,C2433,Male,36.0,Clothing,Winter Jacket,2,3396,6792,North
100434,2024-08-26,C2434,Male,23.0,Beauty,Face Moisturizer,1,1476,1476,West
100435,2023-02-27,C2435,Male,36.0,Beauty,Shampoo 500ml,1,2335,2335,North
100436,2023-12-12,C2436,Male,25.0,Home & Kitchen,Ceramic Mug Set,2,3558,7116,East
100437,2024-04-18,C2437,Female,31.0,Electronics,Bluetooth Speaker,1,8416,8416,East
100438,2023-04-27,C2438,Female,37.0,Groceries,Almonds 500g,1,766,766,West
100439,2023-05-07,C2439,Male,32.0,Groceries,Basmati Rice 5kg,1,747,747,South
100440,2024-01-28,C2440,Male,40.0,Electronics,USB-C Cable,1,1696,1696,North
100441,2024-10-02,C2441,Male,19.0,Beauty,Lipstick Set,2,1382,2764,West
100442,2023-02-27,C2442,Male,29.0,Home & Kitchen,Non-stick Pan,1,2899,2899,West
100443,2024-09-25,C2443,Male,45.0,Beauty,Sunscreen SPF50,1,418,418,South
100444,2024-05-27,C2444,Female,33.0,Groceries,Instant Noodles Pack,3,456,1368,South
100445,2023-04-06,C2445,Female,28.0,Electronics,Smartphone Case,4,7728,30912,West
100446,2024-09-29,C2446,Female,34.0,Electronics,USB-C Cable,1,13106,13106,East
100447,2023-04-28,C2447,Male,32.0,Electronics,Bluetooth Speaker,1,13519,13519,South
100448,2024-07-13,C2448,Male,53.0,Clothing,Denim Jeans,4,2702,10808,East
100449,2024-08-23,C2449,Male,24.0,Electronics,Smartwatch,1,9178,9178,West
100450,2024-05-02,C2450,Female,30.0,Electronics,Smartphone Case,1,3084,3084,West
100451,2023-08-25,C2451,Female,27.0,Electronics,Power Bank,2,7526,15052,West
100452,2023-09-29,C2452,Male,21.0,Beauty,Face Moisturizer,1,1631,1631,West
100453,2023-07-08,C2453,Male,18.0,Beauty,Lipstick Set,1,2203,2203,West
100454,2024-12-04,C2454,Male,35.0,Clothing,Men's T-Shirt,1,1535,1535,West
100455,2024-03-22,C2455,Female,44.0,Home & Kitchen,Storage Organizer,1,3146,3146,South
100456,2024-08-03,C2456,Female,34.0,Beauty,Shampoo 500ml,3,2347,7041,East
100457,2023-09-04,C2457,Male,30.0,Home & Kitchen,Non-stick Pan,1,1090,1090,East
100458,2023-03-17,C2458,Female,36.0,Electronics,USB-C Cable,1,13117,13117,South
100459,2023-06-03,C2459,Male,22.0,Home & Kitchen,LED Table Lamp,1,4951,4951,North
100460,2024-10-17,C2460,Male,39.0,Beauty,Perfume 100ml,1,1951,1951,West
100461,2024-03-10,C2461,Female,30.0,Clothing,Formal Shirt,1,1083,1083,South
100462,2023-03-27,C2462,Female,33.0,Electronics,Smartphone Case,3,14040,42120,East
100463,2024-11-27,C2463,Female,33.0,Clothing,Formal Shirt,1,1126,1126,East
100464,2023-10-12,C2464,Male,26.0,Home & Kitchen,Storage Organizer,1,2039,2039,North
100465,2023-08-08,C2465,Male,22.0,Electronics,Smartphone Case,1,3643,3643,East
100466,2023-03-10,C2466,Female,,Clothing,Formal Shirt,2,2328,4656,South
100467,2023-02-16,C2467,Male,44.0,Home & Kitchen,Storage Organizer,1,4963,4963,South
100468,2023-04-04,C2468,Male,23.0,Groceries,Instant Noodles Pack,1,887,887,North
100469,2024-03-28,C2469,Male,31.0,Home & Kitchen,Ceramic Mug Set,1,2331,2331,East
100470,2023-07-23,C2470,Male,28.0,Electronics,Smartwatch,1,14478,14478,North
100471,2023-08-06,C2471,Female,18.0,Beauty,Face Moisturizer,1,1461,1461,South
100472,2024-04-18,C2472,Female,29.0,Electronics,Smartwatch,1,1077,1077,West
100473,2024-03-07,C2473,Male,31.0,Electronics,USB-C Cable,4,11517,46068,East
100474,2023-12-07,C2474,Female,18.0,Clothing,Denim Jeans,4,587,2348,South
100475,2024-07-04,C2475,Male,18.0,Beauty,Sunscreen SPF50,1,2326,2326,North
100476,2024-09-03,C2476,Male,46.0,Beauty,Lipstick Set,1,1521,1521,West
100477,2023-10-16,C2477,Female,41.0,Beauty,Perfume 100ml,1,967,967,West
100478,2023-09-11,C2478,Female,42.0,Clothing,Women's Dress,2,2529,5058,South
100479,2023-12-23,C2479,Female,53.0,Electronics,Wireless Earbuds,1,5673,5673,North
100480,2023-01-23,C2480,Female,30.0,Beauty,Face Moisturizer,2,570,1140,East
100481,2024-06-05,C2481,Female,30.0,Electronics,Smartphone Case,1,12664,12664,South
100482,2023-04-10,C2482,Male,34.0,Clothing,Men's T-Shirt,1,2852,2852,South
100483,2023-06-29,C2483,Female,31.0,Beauty,Shampoo 500ml,1,718,718,North
100484,2023-08-11,C2484,Female,18.0,Groceries,Almonds 500g,1,920,920,West
100485,2024-10-20,C2485,Female,45.0,Clothing,Formal Shirt,2,1743,3486,West
100486,2024-03-17,C2486,Female,32.0,Groceries,Basmati Rice 5kg,1,990,990,North
100487,2024-08-30,C2487,Female,36.0,Electronics,Bluetooth Speaker,3,11700,35100,East
100488,2023-11-21,C2488,Female,18.0,Electronics,Smartwatch,2,14448,28896,North
100489,2024-05-30,C2489,Female,41.0,Electronics,Wireless Earbuds,1,5451,5451,North
100490,2023-01-16,C2490,Male,23.0,Clothing,Denim Jeans,1,342,342,North
100491,2023-12-02,C2491,Female,48.0,Electronics,Power Bank,3,11330,33990,South
100492,2023-09-15,C2492,Male,29.0,Home & Kitchen,LED Table Lamp,1,4853,4853,North
100493,2024-05-11,C2493,Male,18.0,Electronics,Smartwatch,1,14841,14841,West
100494,2023-06-09,C2494,Male,47.0,Clothing,Women's Dress,1,428,428,South
100495,2024-04-19,C2495,Female,46.0,Electronics,Bluetooth Speaker,2,11748,23496,East
100496,2024-10-25,C2496,Female,42.0,Home & Kitchen,Non-stick Pan,2,492,984,North
100497,2024-11-20,C2497,Female,49.0,Electronics,Smartwatch,1,2958,2958,West
100498,2024-11-05,C2498,Male,62.0,Electronics,USB-C Cable,1,1657,1657,South
100499,2024-01-15,C2499,Female,26.0,Electronics,Bluetooth Speaker,2,7378,14756,South
100500,2024-06-28,C2500,Female,26.0,Electronics,Smartphone Case,1,11845,11845,East
100501,2024-11-21,C2501,Female,18.0,Beauty,Perfume 100ml,2,1405,2810,North
100502,2024-03-02,C2502,Male,29.0,Groceries,Green Tea Box,3,701,2103,East
100503,2024-09-04,C2503,Male,32.0,Home & Kitchen,Non-stick Pan,4,4605,18420,East
100504,2023-09-25,C2504,Male,36.0,Clothing,Denim Jeans,1,2324,2324,West
100505,2024-07-30,C2505,Female,23.0,Clothing,Formal Shirt,1,3212,3212,North
100506,2024-02-21,C2506,Male,23.0,Beauty,Face Moisturizer,1,1923,1923,West
100507,2023-06-17,C2507,Male,31.0,Clothing,Women's Dress,1,3552,3552,East
100508,2023-02-12,C2508,Female,33.0,Electronics,Wireless Earbuds,3,10864,32592,East
100509,2024-07-09,C2509,Male,20.0,Beauty,Shampoo 500ml,1,1921,1921,North
100510,2023-10-12,C2510,Female,44.0,Home & Kitchen,Cotton Bedsheet Set,2,1533,3066,East
100511,2024-02-01,C2511,Male,36.0,Clothing,Denim Jeans,1,1055,1055,East
100512,2023-01-12,C2512,Female,30.0,Groceries,Cooking Oil 1L,1,577,577,East
100513,2024-08-29,C2513,Female,44.0,Beauty,Lipstick Set,1,1451,1451,East
100514,2023-10-29,C2514,Female,38.0,Home & Kitchen,LED Table Lamp,1,4600,4600,East
100515,2023-09-10,C2515,Male,18.0,Groceries,Basmati Rice 5kg,2,911,1822,West
100516,2024-05-13,C2516,Male,30.0,Electronics,Power Bank,1,2525,2525,North
100517,2023-02-04,C2517,Male,34.0,Electronics,Bluetooth Speaker,1,1221,1221,South
100518,2024-12-27,C2518,Female,46.0,Electronics,Smartphone Case,1,9882,9882,South
100519,2023-03-31,C2519,Male,27.0,Home & Kitchen,LED Table Lamp,2,3506,7012,North
100520,2024-08-27,C2520,Female,19.0,Groceries,Almonds 500g,1,228,228,North
100521,2024-08-24,C2521,Female,37.0,Beauty,Lipstick Set,1,1503,1503,South
100522,2024-02-22,C2522,Female,40.0,Beauty,Shampoo 500ml,1,1512,1512,South
100523,2023-04-25,C2523,Male,18.0,Home & Kitchen,Ceramic Mug Set,1,1153,1153,North
100524,2024-09-08,C2524,Female,36.0,Clothing,Denim Jeans,1,856,856,North
100525,2023-07-15,C2525,Female,34.0,Electronics,Power Bank,1,2862,2862,West
100526,2024-05-15,C2526,Male,21.0,Groceries,Basmati Rice 5kg,1,50,50,South
100527,2024-09-17,C2527,Male,58.0,Groceries,Basmati Rice 5kg,1,986,986,North
100528,2024-05-07,C2528,Male,25.0,Home & Kitchen,Ceramic Mug Set,3,3511,10533,North
100529,2023-03-16,C2529,Female,35.0,Beauty,Shampoo 500ml,1,1845,1845,South
100530,2024-02-17,C2530,Male,35.0,Electronics,Wireless Earbuds,1,14360,14360,East
100531,2024-01-11,C2531,Male,39.0,Clothing,Formal Shirt,1,3908,3908,East
100532,2024-02-24,C2532,Female,31.0,Electronics,Smartphone Case,1,5070,5070,South
100533,2024-12-29,C2533,Female,30.0,Home & Kitchen,Cotton Bedsheet Set,1,4719,4719,South
100534,2023-10-04,C2534,Female,44.0,Beauty,Shampoo 500ml,4,2023,8092,South
100535,2024-11-06,C2535,Female,23.0,Beauty,Perfume 100ml,2,1350,2700,West
100536,2024-01-29,C2536,Female,38.0,Beauty,Sunscreen SPF50,1,1169,1169,South
100537,2024-04-01,C2537,Female,24.0,Electronics,USB-C Cable,2,3061,6122,West
100538,2023-07-11,C2538,Female,18.0,Groceries,Basmati Rice 5kg,1,676,676,South
100539,2024-11-19,C2539,Male,28.0,Beauty,Face Moisturizer,2,1068,2136,North
100540,2023-04-09,C2540,Male,22.0,Electronics,Bluetooth Speaker,1,1873,1873,East
100541,2024-07-01,C2541,Male,47.0,Clothing,Sneakers,2,2459,4918,South
100542,2023-04-06,C2542,Female,27.0,Clothing,Formal Shirt,1,3772,3772,South
100543,2024-10-25,C2543,Female,23.0,Groceries,Instant Noodles Pack,2,1148,2296,West
100544,2024-10-24,C2544,Female,18.0,Electronics,Bluetooth Speaker,1,6450,6450,South
100545,2023-07-09,C2545,Male,47.0,Groceries,Almonds 500g,1,557,557,East
100546,2023-02-06,C2546,Female,22.0,Clothing,Sneakers,2,1022,2044,South
100547,2024-01-04,C2547,Male,24.0,Electronics,USB-C Cable,2,6321,12642,South
100548,2024-11-25,C2548,Male,44.0,Beauty,Lipstick Set,1,2245,2245,East
100549,2024-06-08,C2549,Male,42.0,Beauty,Perfume 100ml,1,628,628,East
100550,2023-10-06,C2550,Male,53.0,Beauty,Face Moisturizer,1,421,421,East
100551,2023-08-05,C2551,Male,39.0,Home & Kitchen,LED Table Lamp,2,3510,7020,West
100552,2023-09-30,C2552,Male,28.0,Electronics,Smartwatch,1,14077,14077,West
100553,2023-03-03,C2553,Female,29.0,Clothing,Winter Jacket,1,3879,3879,East
100554,2024-08-18,C2554,Female,31.0,Clothing,Winter Jacket,1,2131,2131,South
100555,2024-12-29,C2555,Male,25.0,Groceries,Basmati Rice 5kg,1,837,837,North
100556,2023-12-08,C2556,Male,18.0,Beauty,Sunscreen SPF50,1,881,881,South
100557,2024-02-01,C2557,Male,34.0,Beauty,Sunscreen SPF50,1,2000,2000,South
100558,2024-11-29,C2558,Male,27.0,Groceries,Basmati Rice 5kg,1,266,266,East
100559,2023-01-19,C2559,Female,38.0,Beauty,Shampoo 500ml,2,1317,2634,North
100560,2023-06-26,C2560,Female,42.0,Electronics,USB-C Cable,1,7538,7538,West
100561,2024-09-03,C2561,Female,29.0,Home & Kitchen,Non-stick Pan,3,1163,3489,East
100562,2024-01-31,C2562,Female,30.0,Clothing,Men's T-Shirt,2,2678,5356,West
100563,2024-03-20,C2563,Female,25.0,Groceries,Green Tea Box,3,70,210,North
100564,2023-08-21,C2564,Female,34.0,Groceries,Green Tea Box,3,1132,3396,North
100565,2023-03-17,C2565,Male,35.0,Beauty,Shampoo 500ml,2,2434,4868,East
100566,2023-09-22,C2566,Male,35.0,Clothing,Formal Shirt,1,3458,3458,North
100567,2024-03-30,C2567,Male,47.0,Home & Kitchen,Non-stick Pan,1,2506,2506,West
100568,2024-12-18,C2568,Female,47.0,Home & Kitchen,Storage Organizer,3,860,2580,South
100569,2024-01-19,C2569,Male,45.0,Groceries,Almonds 500g,1,1123,1123,South
100570,2024-07-17,C2570,Male,44.0,Electronics,Bluetooth Speaker,2,7747,15494,West
100571,2024-05-20,C2571,Female,49.0,Electronics,Power Bank,1,2707,2707,West
100572,2024-01-02,C2572,Female,45.0,Clothing,Winter Jacket,1,3720,3720,South
100573,2023-05-24,C2573,Male,32.0,Clothing,Formal Shirt,1,3718,3718,North
100574,2023-03-10,C2574,Female,24.0,Beauty,Sunscreen SPF50,1,906,906,South
100575,2023-04-09,C2575,Female,38.0,Electronics,USB-C Cable,1,2305,2305,South
100576,2024-01-31,C2576,Male,25.0,Home & Kitchen,Ceramic Mug Set,3,1801,5403,West
100577,2023-01-25,C2577,Female,63.0,Electronics,Bluetooth Speaker,3,8693,26079,North
100578,2024-04-13,C2578,Female,23.0,Electronics,Smartwatch,2,11366,22732,South
100579,2024-04-28,C2579,Female,32.0,Clothing,Denim Jeans,2,2508,5016,North
100580,2024-07-18,C2580,Male,47.0,Electronics,Smartwatch,1,5697,5697,South
100581,2023-05-31,C2581,Female,29.0,Clothing,Sneakers,1,1402,1402,East
100582,2023-05-24,C2582,Female,41.0,Electronics,Smartphone Case,1,10850,10850,South
100583,2024-07-22,C2583,Female,18.0,Home & Kitchen,Storage Organizer,4,301,1204,North
100584,2023-02-08,C2584,Female,35.0,Beauty,Face Moisturizer,1,2017,2017,North
100585,2023-04-19,C2585,Male,21.0,Clothing,Men's T-Shirt,1,910,910,South
100586,2024-11-23,C2586,Male,22.0,Groceries,Instant Noodles Pack,2,603,1206,South
100587,2023-02-11,C2587,Female,22.0,Electronics,Smartwatch,3,13026,39078,North
100588,2023-07-05,C2588,Female,52.0,Electronics,Bluetooth Speaker,2,13907,27814,North
100589,2024-02-02,C2589,Male,32.0,Clothing,Formal Shirt,1,3195,3195,West
100590,2023-08-11,C2590,Female,34.0,Clothing,Men's T-Shirt,2,834,1668,West
100591,2024-09-25,C2591,Male,61.0,Groceries,Green Tea Box,2,483,966,South
100592,2023-05-13,C2592,Male,48.0,Home & Kitchen,Non-stick Pan,1,687,687,North
100593,2023-06-12,C2593,Female,29.0,Electronics,Smartphone Case,1,4718,4718,South
100594,2023-08-03,C2594,Female,38.0,Electronics,Power Bank,2,6138,12276,North
100595,2023-08-23,C2595,Female,27.0,Groceries,Instant Noodles Pack,1,128,128,East
100596,2024-10-19,C2596,Female,39.0,Clothing,Men's T-Shirt,3,2862,8586,West
100597,2024-08-10,C2597,Female,36.0,Beauty,Perfume 100ml,1,375,375,South
100598,2023-01-09,C2598,Female,41.0,Electronics,Wireless Earbuds,1,14302,14302,East
100599,2023-03-15,C2599,Female,35.0,Beauty,Shampoo 500ml,2,2384,4768,North
100600,2024-05-06,C2600,Male,35.0,Electronics,Power Bank,1,8182,8182,West
100601,2023-09-10,C2601,Male,25.0,Home & Kitchen,Cotton Bedsheet Set,1,4386,4386,North
100602,2023-08-18,C2602,Male,22.0,Clothing,Men's T-Shirt,1,1124,1124,South
100603,2024-06-02,C2603,Male,33.0,Groceries,Instant Noodles Pack,1,1167,1167,East
100604,2023-06-23,C2604,Male,21.0,Beauty,Sunscreen SPF50,1,1062,1062,East
100605,2024-10-14,C2605,Female,18.0,Clothing,Women's Dress,1,3747,3747,West
100606,2023-06-17,C2606,Female,33.0,Electronics,Bluetooth Speaker,1,1796,1796,East
100607,2023-06-19,C2607,Male,24.0,Electronics,Wireless Earbuds,1,2516,2516,West
100608,2024-01-28,C2608,Male,43.0,Beauty,Perfume 100ml,2,326,652,West
100609,2024-09-25,C2609,Female,41.0,Groceries,Almonds 500g,3,1119,3357,West
100610,2023-07-13,C2610,Male,22.0,Home & Kitchen,Non-stick Pan,1,2761,2761,East
100611,2024-05-31,C2611,Male,60.0,Clothing,Men's T-Shirt,1,3013,3013,South
100612,2023-01-29,C2612,Female,24.0,Home & Kitchen,Ceramic Mug Set,1,3260,3260,West
100613,2023-06-14,C2613,Female,18.0,Beauty,Sunscreen SPF50,1,2479,2479,South
100614,2024-02-26,C2614,Male,22.0,Electronics,Smartphone Case,4,10094,40376,East
