TransactionID,Amount,Hour,TransactionsLast24h,DistanceFromHome,IsForeignTxn,IsOnline,Class
695,69.02,18,3,9.7,0,0,0
696,15.94,8,0,10.5,0,1,0
697,27.11,11,5,8.5,0,1,0
698,50.89,14,2,1.8,0,1,0
699,3.53,14,2,4.9,0,0,0
700,2.69,4,3,8.1,0,1,0
701,10.68,19,5,13.7,0,0,0
702,26.34,8,2,9.3,0,1,0
703,43.28,12,1,19.4,0,0,0
704,71.98,7,5,30.4,0,0,0
705,61.03,7,2,7.1,0,0,0
706,40.2,3,3,4.1,0,0,0
707,17.87,8,4,11.9,0,0,0
708,9.08,19,0,1.2,0,0,0
709,25.75,20,3,4.7,0,1,0
710,38.23,9,3,10.8,0,1,0
711,35.77,12,5,7.1,1,0,0
712,46.24,9,3,1.8,0,0,0
713,35.35,14,3,5.4,0,1,0
714,7.07,15,3,4.2,0,0,0
715,58.93,14,2,6.6,0,0,0
716,5.94,18,3,4.1,1,0,0
717,9.47,13,2,9.2,0,1,0
718,12.92,8,1,6.3,0,1,0
719,107.43,17,6,4.6,0,0,0
720,79.0,6,4,1.4,0,1,0
721,15.2,12,4,10.4,0,1,0
722,54.05,21,4,14.4,0,1,0
723,75.26,7,0,14.6,0,0,0
724,41.5,16,3,18.9,0,1,0
725,49.56,9,2,0.7,0,1,0
726,117.42,13,2,11.2,0,0,0
727,33.71,16,3,27.7,0,0,0
728,35.38,16,4,15.7,0,0,0
729,1.0,6,3,4.7,0,0,0
730,85.28,11,5,0.5,0,0,0
731,62.05,9,2,1.9,0,1,0
732,74.79,7,2,7.9,0,0,0
733,1580.93,22,10,102.8,1,1,1
734,46.32,2,5,0.6,0,0,0
735,112.32,9,4,17.0,0,1,0
736,10.82,5,4,9.6,0,0,0
737,34.98,9,3,0.5,0,0,0
738,414.43,16,4,4.3,0,0,0
739,18.96,18,4,10.2,0,0,0
740,19.23,20,1,3.8,0,1,0
741,266.51,1,6,23.4,0,1,1
742,77.7,10,1,10.0,0,0,0
743,63.26,10,3,16.4,0,1,0
744,288.25,11,2,0.2,0,0,0
745,212.96,15,2,12.3,0,1,0
746,45.58,15,4,10.0,0,0,0
747,151.89,16,1,15.1,1,1,0
748,1.45,12,2,2.6,0,0,0
749,184.84,17,5,16.6,0,0,0
750,108.73,19,4,0.7,0,1,0
751,13.85,13,3,2.7,0,0,0
752,32.56,13,2,7.7,0,0,0
753,1.67,13,3,9.5,0,0,0
754,129.76,17,2,17.1,0,0,0
755,45.82,20,4,18.3,0,0,0
756,118.35,9,4,13.4,0,0,0
757,37.9,14,2,5.1,0,0,0
758,34.41,12,1,27.9,0,1,0
759,65.63,17,4,1.1,0,1,0
760,3.83,17,0,2.3,0,1,0
761,203.78,16,4,2.1,1,0,0
762,21.94,20,4,21.7,0,0,0
763,21.97,10,1,6.4,0,0,0
764,23.28,16,4,9.1,0,0,0
765,7.63,19,10,2.4,0,0,0
766,53.81,16,2,13.9,0,0,0
767,9.13,7,1,32.3,0,0,0
768,21.45,15,1,6.8,0,0,0
769,254.39,20,3,8.0,0,0,0
770,134.12,19,3,2.2,0,1,0
771,75.44,11,4,2.9,1,0,0
772,66.78,12,5,1.4,0,1,0
773,5.61,19,2,4.5,0,1,0
774,53.13,9,3,0.5,0,0,0
775,79.09,16,2,8.2,1,1,0
776,31.58,10,2,5.3,0,0,0
777,10.95,19,3,0.7,0,1,0
778,36.43,0,1,9.6,0,0,0
779,23.87,8,5,2.7,0,0,0
780,64.01,20,3,12.9,0,1,0
781,45.02,19,4,20.1,0,1,0
782,56.12,12,4,1.8,0,0,0
783,122.58,13,2,11.3,0,0,0
784,62.27,13,2,3.1,0,1,0
785,7.82,15,5,8.4,0,0,0
786,31.16,19,3,14.0,0,0,0
787,84.98,10,3,1.4,0,1,0
788,1.79,15,1,4.0,0,1,0
789,32.54,19,2,4.8,0,1,0
790,29.88,9,2,3.2,0,0,0
791,19.75,9,4,6.0,0,1,0
792,4.45,8,3,0.5,0,0,0
793,130.76,19,2,2.9,0,0,0
794,46.05,18,5,8.6,0,0,0
795,34.64,16,1,15.3,0,0,0
796,102.63,17,3,0.7,0,1,0
797,55.06,15,6,27.7,0,1,0
798,18.02,17,3,1.2,0,1,0
799,6.38,17,4,8.2,0,0,0
800,28.09,19,3,15.3,0,1,0
801,38.31,17,2,5.1,0,1,0
802,109.48,14,2,0.2,0,0,0
803,64.96,6,5,0.7,0,1,0
804,33.31,8,1,10.6,0,0,0
805,236.54,13,2,9.7,0,0,0
806,9.14,11,4,6.6,0,1,0
807,35.78,15,4,9.0,0,0,0
808,6.57,19,1,6.9,0,0,0
809,27.71,13,1,14.6,0,1,0
810,60.32,20,4,8.5,0,1,0
811,79.57,11,1,0.6,0,1,0
812,5.71,16,2,8.9,0,1,0
813,4.73,17,2,2.9,0,0,0
814,8.48,9,2,2.9,0,0,0
815,64.48,13,2,16.5,0,0,0
816,118.64,11,3,3.7,0,0,0
817,21.77,15,5,4.6,0,1,0
818,68.59,6,5,2.8,0,1,0
819,25.18,10,3,26.1,0,1,0
820,56.06,16,4,0.5,0,0,0
821,88.7,10,3,4.5,0,1,0
822,184.14,17,1,1.6,0,1,0
823,172.11,15,7,6.6,0,0,0
824,130.22,14,0,6.8,0,1,0
825,17.24,17,4,6.5,0,1,0
826,13.68,8,6,10.7,0,1,0
827,26.32,12,7,21.6,0,1,0
828,117.3,9,1,10.4,0,1,0
829,189.24,8,1,5.1,0,0,0
830,197.82,16,4,2.6,0,0,0
831,110.39,23,2,9.1,0,0,0
832,35.01,9,4,8.6,0,1,0
833,27.7,2,1,9.6,0,0,0
834,98.95,15,3,10.2,0,0,0
835,70.9,15,3,22.6,0,0,0
836,4.2,9,2,2.8,0,0,0
837,871.77,3,4,17.0,1,1,1
838,33.83,19,3,20.5,0,0,0
839,43.79,15,6,3.2,0,0,0
840,95.15,0,0,2.0,0,0,0
841,165.1,15,2,5.3,0,0,0
842,166.22,13,4,8.1,0,0,0
843,8.67,22,5,9.1,0,0,0
844,18.24,13,1,12.5,0,1,0
845,151.79,8,3,2.9,0,0,0
846,162.45,8,3,0.2,1,0,0
847,14.95,21,6,3.0,0,0,0
848,704.02,4,8,130.1,1,1,1
849,105.29,6,3,13.2,0,0,0
850,186.59,21,4,1.1,1,0,0
851,226.77,16,3,1.8,0,1,0
852,168.35,18,4,2.0,0,1,0
853,111.82,3,5,0.6,0,1,1
854,5.72,15,1,2.3,0,0,0
855,11.84,14,7,16.2,0,0,0
856,294.57,11,5,6.8,0,1,0
857,9.39,13,2,5.5,1,0,0
858,62.85,8,4,6.5,0,0,0
859,22.24,15,5,9.7,0,0,0
860,26.4,21,2,8.2,0,1,0
861,1.0,22,1,14.8,0,1,0
862,2.29,1,3,14.7,0,1,0
863,11.0,16,2,2.2,0,0,0
864,45.98,7,2,2.9,0,0,0
865,6.29,20,2,8.8,0,0,0
866,86.27,5,2,13.4,0,0,0
867,1.0,16,3,28.2,0,1,0
868,27.97,8,4,1.0,0,1,0
869,248.59,11,4,5.3,0,1,0
870,11.09,2,1,1.2,0,1,0
871,134.31,19,6,9.2,0,0,0
872,17.31,13,2,0.1,0,0,0
873,79.09,17,4,5.2,0,0,0
874,247.08,16,0,1.0,0,0,0
875,14.55,16,1,2.9,0,0,0
876,40.54,7,2,2.5,0,1,0
877,24.08,9,2,1.6,0,0,0
878,2.06,17,4,8.1,0,1,0
879,140.92,12,3,17.8,0,1,0
880,116.31,10,3,0.7,0,0,0
881,12.11,18,2,0.9,0,1,0
882,63.95,20,2,20.0,1,0,0
883,1.6,10,5,5.0,0,0,0
884,9.5,0,5,7.2,0,0,0
885,35.71,16,2,10.2,0,0,0
886,116.65,16,5,4.5,0,0,0
887,48.12,16,5,25.4,1,1,0
888,22.6,20,4,0.9,0,0,0
889,25.27,15,2,11.2,0,0,0
890,329.56,7,4,6.7,0,0,0
891,30.71,9,6,12.5,0,1,0
892,1.0,10,4,1.1,0,0,0
893,24.25,16,0,4.3,0,0,0
894,2.9,12,3,20.0,0,0,0
895,33.72,7,0,1.4,0,0,0
896,57.14,13,3,13.1,0,0,0
897,42.26,12,2,1.9,0,1,0
898,63.12,11,1,0.4,0,1,0
899,38.47,7,3,1.7,0,0,0
900,12.3,12,5,9.4,0,1,0
901,237.06,5,4,1.4,0,1,0
902,102.04,11,0,0.0,0,1,0
903,143.02,11,3,10.5,1,0,0
904,207.87,11,2,26.8,0,1,0
905,61.35,23,3,0.9,0,1,0
906,60.67,19,3,15.8,0,0,0
907,71.35,19,2,18.5,1,0,0
908,150.35,6,3,6.2,0,1,0
909,26.43,13,3,32.3,0,0,0
910,205.47,11,1,1.6,0,0,0
911,80.24,5,3,15.7,1,1,0
912,332.6,21,2,32.7,0,0,0
913,60.9,13,1,4.1,0,0,0
914,10.94,8,1,8.5,0,0,0
915,7.07,20,4,0.3,0,1,0
916,139.15,15,6,1.0,0,0,0
917,45.54,12,2,6.6,0,1,0
918,76.19,15,5,3.1,0,0,0
919,15.4,14,3,22.4,0,0,0
920,29.16,8,1,13.2,0,0,0
921,29.6,8,1,1.9,0,1,0
922,157.56,16,5,8.0,0,0,0
923,16.34,14,3,0.4,0,0,0
924,31.53,11,2,2.3,1,1,0
925,79.17,16,1,3.6,0,0,0
926,69.76,12,3,1.5,0,1,0
927,105.07,10,1,19.5,0,0,0
928,39.6,16,5,14.5,0,1,0
929,36.21,15,0,11.5,0,1,0
930,40.39,0,2,1.6,0,0,0
931,62.48,2,2,0.2,0,0,0
932,16.63,8,2,0.3,0,0,0
933,50.87,17,2,9.9,0,0,0
934,96.26,17,3,6.7,0,0,0
935,102.36,18,3,8.4,0,1,0
936,169.75,14,2,8.5,0,0,0
937,28.92,19,3,24.6,0,0,0
938,96.59,9,2,7.0,0,0,0
939,208.01,8,2,1.2,0,1,0
940,113.01,12,3,3.7,0,1,0
941,18.61,21,2,10.1,0,0,0
942,22.97,16,1,2.6,0,1,0
943,12.22,13,9,8.3,0,0,0
944,50.95,10,2,2.4,0,0,0
945,119.97,16,1,12.7,1,1,0
946,162.29,2,3,0.6,1,1,0
947,17.16,6,3,1.8,0,0,0
948,2.15,16,4,0.4,0,0,0
949,105.51,10,2,6.3,0,1,0
950,41.47,12,5,1.8,0,1,0
951,34.3,12,3,0.3,0,1,0
952,16.4,18,2,7.7,0,0,0
953,63.36,16,1,29.1,0,1,0
954,7.12,3,0,8.7,0,1,0
955,174.95,13,4,14.9,0,0,0
956,46.76,8,3,7.5,1,0,0
957,1171.29,23,7,144.4,0,1,1
958,23.57,13,6,9.3,0,1,0
959,1.35,17,2,15.7,0,0,0
960,1.0,11,3,5.4,1,1,0
961,80.81,12,5,2.3,0,1,0
962,35.38,8,4,9.0,0,1,0
963,6.02,9,2,0.6,0,0,0
964,9.84,15,3,8.5,0,1,0
965,162.04,17,2,2.6,0,0,0
966,84.82,16,3,21.3,0,1,0
967,96.95,18,4,4.5,0,1,0
968,6.68,12,1,12.8,0,0,0
969,128.93,18,4,18.2,0,0,0
970,267.12,19,4,0.2,0,0,0
971,139.95,20,4,0.5,0,1,0
972,12.22,10,4,5.6,0,1,0
973,65.86,6,2,0.9,0,0,0
974,120.26,10,5,6.2,0,0,0
975,22.31,17,1,10.7,0,0,0
976,142.59,20,1,3.4,0,0,0
977,94.47,21,3,11.8,0,1,0
978,9.91,17,2,0.8,0,1,0
979,17.21,14,1,9.5,0,0,0
980,70.98,18,2,11.8,0,0,0
981,13.79,14,1,5.9,0,0,0
982,28.66,14,1,21.9,0,0,0
983,40.2,9,3,4.1,0,1,0
984,153.05,19,1,14.9,0,1,0
985,73.55,17,3,3.0,0,0,0
986,1.09,9,4,10.1,0,0,0
987,4.24,12,5,0.7,1,0,0
988,114.56,18,1,12.5,0,0,0
989,31.33,21,1,4.5,0,0,0
990,163.21,22,1,2.4,0,1,0
991,36.64,14,3,4.3,0,1,0
992,97.99,9,6,21.3,0,0,0
993,142.31,12,4,14.8,1,1,0
994,1.05,18,4,10.0,0,0,0
995,4.15,20,5,25.6,0,1,0
996,71.85,12,4,2.4,0,0,0
997,33.0,21,4,20.1,0,0,0
998,134.96,16,9,54.2,1,0,1
999,32.3,22,3,15.2,0,0,0
1000,25.74,21,1,11.9,0,0,0
1001,50.6,21,7,11.9,0,0,0
1002,93.66,13,1,2.2,0,0,0
1003,13.85,9,2,8.1,0,1,0
1004,6.27,6,2,7.2,0,1,0
1005,47.06,7,1,16.5,0,0,0
1006,47.22,22,3,1.6,0,1,0
1007,4.94,9,3,1.4,0,0,0
1008,81.27,17,3,3.7,0,1,0
1009,54.92,10,4,8.6,0,0,0
1010,19.39,3,5,1.5,0,1,0
1011,24.6,15,3,9.6,0,1,0
1012,1090.26,1,8,24.4,1,1,1
1013,56.09,13,3,14.2,0,1,0
1014,27.65,11,2,4.5,0,1,0
1015,12.41,18,6,11.2,0,0,0
1016,79.78,7,1,1.9,0,1,0
1017,1.66,9,1,7.7,0,0,0
1018,37.64,7,2,11.0,0,1,0
1019,56.81,8,4,5.0,0,1,0
1020,72.44,23,2,13.5,0,1,0
1021,67.79,0,4,8.0,0,1,0
1022,64.4,10,2,13.5,0,0,0
1023,39.9,6,3,8.4,0,0,0
1024,181.83,17,0,2.9,0,1,0
1025,51.61,13,2,0.3,0,0,0
1026,72.73,14,3,6.8,0,0,0
1027,58.99,3,3,1.5,0,0,0
1028,83.09,16,2,13.7,0,0,0
1029,69.4,20,2,2.6,0,0,0
1030,1.0,8,3,4.2,0,0,0
1031,29.9,20,5,10.7,0,1,0
1032,89.44,15,2,6.9,0,0,0
1033,38.16,17,3,5.2,0,0,0
1034,67.79,14,3,3.7,0,1,0
1035,43.86,15,7,4.3,0,1,0
1036,52.61,21,1,8.3,0,0,0
1037,81.27,14,2,9.0,0,0,0
1038,210.37,13,4,9.1,0,1,0
1039,36.13,8,2,1.7,0,1,0
1040,62.72,19,5,12.2,0,1,0
1041,141.0,21,3,1.7,0,0,0
1042,18.1,22,2,10.3,0,1,0
1043,5.49,8,2,10.0,1,0,0
1044,54.18,17,2,7.5,0,1,0
1045,118.36,2,10,85.6,1,1,1
1046,32.84,0,2,0.0,0,0,0
1047,97.92,12,6,2.5,0,0,0
1048,14.09,17,5,18.9,0,0,0
1049,21.57,10,3,3.8,0,0,0
1050,203.91,19,5,10.1,0,0,0
1051,39.27,8,1,15.3,0,0,0
1052,55.09,7,0,29.8,0,1,0
1053,42.39,9,1,4.6,0,0,0
1054,1.0,10,8,0.9,0,0,0
1055,56.83,13,0,2.3,0,1,0
1056,34.39,1,3,1.0,0,1,0
1057,1.0,13,2,18.3,0,0,0
1058,84.53,21,3,17.0,0,0,0
1059,192.16,7,5,18.1,0,0,0
1060,1.0,12,0,15.2,0,1,0
1061,45.95,21,7,3.2,0,0,0
1062,84.0,2,4,9.2,1,0,0
1063,3.44,9,3,2.3,0,1,0
1064,112.15,17,0,2.0,0,1,0
1065,88.04,9,5,5.6,0,1,0
1066,9.78,15,0,14.2,0,1,0
1067,90.37,20,9,6.3,1,0,0
1068,5.21,17,3,17.7,0,1,0
1069,28.84,9,3,18.7,0,0,0
1070,47.33,8,3,10.6,1,1,0
1071,164.62,8,5,0.2,0,1,0
1072,21.14,18,1,6.1,0,0,0
1073,174.84,14,2,5.3,0,0,0
1074,57.69,6,6,5.6,0,0,0
1075,33.96,1,5,2.6,0,1,0
1076,5.62,17,4,6.0,0,1,0
1077,77.42,6,2,7.3,0,1,0
1078,15.55,9,2,1.5,0,0,0
1079,20.31,16,3,1.3,0,1,0
1080,36.74,17,1,1.2,0,1,0
1081,12.27,11,3,1.4,0,1,0
1082,48.81,11,4,23.0,0,1,0
1083,205.58,3,3,6.8,0,1,0
1084,14.44,14,5,4.0,0,0,0
1085,150.18,18,3,4.8,0,1,0
1086,10.37,18,3,1.8,0,0,0
1087,9.99,3,4,4.0,0,0,0
1088,113.56,16,4,1.5,0,1,0
1089,476.48,6,3,12.7,0,1,0
1090,1.0,19,0,12.2,0,1,0
1091,1.0,9,2,0.7,0,0,0
1092,12.12,12,3,9.4,0,0,0
1093,77.01,20,4,5.3,1,1,0
1094,54.04,18,2,2.1,0,1,0
1095,14.76,9,3,13.1,0,1,0
1096,70.17,15,3,28.2,0,0,0
1097,16.23,0,5,5.4,0,0,0
1098,117.11,19,6,7.6,0,1,0
1099,58.6,19,1,7.8,0,1,0
1100,70.11,0,1,12.5,0,0,0
1101,23.69,20,1,4.6,0,1,0
1102,77.96,9,5,7.0,0,0,0
1103,1796.13,21,12,72.3,0,1,1
1104,118.44,16,2,0.1,0,0,0
1105,8.94,10,5,16.7,0,1,0
1106,16.8,8,1,20.6,0,0,0
1107,52.29,15,2,1.1,0,1,0
1108,41.31,15,1,14.4,0,1,0
1109,23.37,17,4,15.1,0,0,0
1110,196.01,0,10,50.5,0,1,1
1111,38.31,15,4,5.8,0,1,0
1112,183.04,9,0,6.3,0,0,0
1113,39.34,17,1,20.5,0,0,0
1114,53.15,16,1,7.1,0,1,0
1115,29.81,14,3,0.9,0,0,0
1116,59.28,20,2,2.5,0,0,0
1117,56.12,2,6,1.7,0,1,0
1118,71.1,7,6,9.9,0,1,0
1119,24.54,20,3,2.1,0,0,0
1120,12.3,13,5,3.0,0,0,0
1121,1.68,20,3,16.9,0,0,0
1122,67.87,13,1,9.9,1,1,0
1123,38.17,7,1,5.8,0,1,0
1124,102.11,21,7,2.1,0,0,0
1125,14.66,19,5,11.3,0,1,0
1126,75.84,2,4,1.4,0,1,0
1127,106.64,12,5,4.0,1,0,0
1128,18.16,18,5,7.9,0,1,0
1129,35.08,7,3,0.7,0,1,0
1130,45.09,21,5,2.6,0,1,0
1131,32.22,21,3,37.3,0,0,0
1132,60.55,10,1,11.4,1,1,0
1133,18.73,3,6,3.2,0,0,0
1134,20.56,9,3,9.5,0,1,0
1135,39.09,10,3,9.1,0,1,0
1136,26.79,8,1,0.0,0,1,0
1137,110.46,12,6,23.3,0,0,0
1138,68.25,10,4,0.2,0,1,0
1139,15.25,7,1,13.7,0,0,0
1140,58.64,12,4,4.6,0,1,0
1141,41.16,12,3,4.5,0,1,0
1142,19.08,12,5,0.1,0,0,0
1143,25.0,12,1,1.1,0,1,0
1144,47.56,11,3,6.2,1,0,0
1145,4.33,9,1,12.2,0,0,0
1146,25.25,9,3,33.0,0,1,0
1147,53.28,18,2,18.4,0,0,0
1148,32.7,15,3,14.4,0,1,0
1149,18.67,8,2,5.7,1,1,0
1150,35.94,16,3,11.1,0,0,0
1151,10.62,8,1,5.1,0,1,0
1152,117.47,14,5,6.5,0,1,0
1153,53.14,17,1,2.9,0,0,0
1154,112.46,15,6,17.2,0,0,0
1155,39.5,20,1,6.8,0,0,0
1156,2.99,15,3,2.6,0,1,0
1157,71.83,20,1,6.1,0,0,0
1158,38.99,15,4,0.9,0,0,0
1159,47.15,11,2,0.6,0,1,0
1160,24.46,16,4,7.6,0,1,0
1161,19.29,15,3,7.6,0,0,0
1162,140.78,16,3,4.7,0,1,0
1163,143.81,9,5,3.0,0,0,0
1164,20.36,9,5,5.6,0,1,0
1165,8.33,18,2,8.4,0,0,0
1166,87.17,8,3,1.4,0,0,0
1167,22.86,23,2,0.4,0,1,0
1168,34.73,12,4,2.1,0,1,0
1169,51.16,19,3,3.9,0,0,0
1170,28.5,15,3,4.5,0,1,0
1171,117.7,19,4,9.9,0,0,0
1172,9.31,16,4,11.9,0,1,0
1173,103.21,17,1,3.4,1,1,0
1174,49.92,18,6,9.5,1,0,0
1175,51.49,15,1,11.9,1,0,0
1176,6.1,7,2,15.2,0,0,0
1177,62.96,9,2,1.3,0,1,0
1178,164.28,13,2,7.0,0,0,0
1179,12.45,13,1,8.8,0,0,0
1180,9.74,22,0,2.6,0,0,0
1181,33.72,15,5,8.7,0,0,0
1182,123.82,19,1,1.2,0,0,0
1183,191.95,14,3,8.7,0,0,0
1184,3.96,9,2,6.1,0,1,0
1185,74.2,8,2,3.3,0,0,0
1186,58.92,18,4,10.6,0,0,0
1187,99.39,20,6,12.7,0,0,0
1188,8.77,12,3,0.9,0,1,0
1189,123.76,8,9,12.5,0,0,0
1190,88.94,11,2,11.7,0,1,0
1191,81.39,11,2,8.7,0,0,0
1192,556.57,4,4,34.6,1,0,1
1193,29.53,13,5,16.4,0,1,0
1194,107.27,11,3,0.5,0,1,0
1195,9.05,13,5,7.1,0,1,0
1196,44.53,18,4,3.5,0,0,0
1197,227.04,11,4,4.7,0,0,0
1198,114.4,3,5,1.0,0,1,0
1199,80.46,14,1,7.8,0,0,0
1200,23.04,10,3,0.9,0,0,0
1201,254.48,7,6,2.8,0,0,0
1202,96.58,19,5,0.1,0,0,0
1203,48.09,22,3,3.7,1,1,0
1204,103.52,9,2,10.8,0,0,0
1205,84.52,15,3,2.6,0,0,0
1206,69.28,13,0,14.3,0,0,0
1207,36.61,8,4,7.5,0,0,0
1208,42.38,13,3,1.5,0,1,0
1209,22.64,15,4,3.4,0,1,0
1210,32.39,14,4,5.8,0,1,0
1211,7.71,21,7,15.9,0,0,0
1212,46.02,15,3,5.3,0,0,0
1213,1.51,18,1,1.2,0,0,0
1214,29.24,15,1,15.7,0,0,0
1215,20.93,12,4,1.4,0,1,0
1216,1.89,19,2,23.9,0,0,0
1217,12.08,15,2,0.2,0,1,0
1218,22.09,10,4,1.3,0,0,0
1219,47.04,11,2,3.8,0,0,0
1220,67.55,18,3,9.9,0,0,0
1221,23.93,10,3,12.3,0,1,0
1222,6.94,14,4,11.6,0,0,0
1223,2.67,10,3,4.8,0,0,0
1224,43.45,21,3,12.2,0,1,0
1225,1229.65,23,13,29.4,1,1,1
1226,29.22,10,1,9.6,0,0,0
1227,29.21,17,5,11.3,0,0,0
1228,48.72,14,5,7.5,0,0,0
1229,52.89,19,2,2.1,0,0,0
1230,31.52,14,5,4.1,0,1,0
1231,1.0,18,4,1.9,0,1,0
1232,5.65,11,1,1.4,0,1,0
1233,74.2,11,3,15.3,0,1,0
1234,59.32,12,1,2.3,0,1,0
1235,298.0,21,6,8.1,0,1,0
1236,98.73,8,0,2.0,0,1,0
1237,57.65,9,5,22.6,0,0,0
1238,1.8,12,2,6.2,0,0,0
1239,64.32,7,1,0.7,0,0,0
1240,4.95,16,5,13.6,0,1,0
1241,75.98,12,0,10.6,0,1,0
1242,17.31,0,3,14.0,0,1,0
1243,4.05,15,3,22.7,1,1,0
1244,63.59,12,1,2.3,0,0,0
1245,6.68,11,2,2.7,0,1,0
1246,89.27,3,1,6.1,0,0,0
1247,16.51,17,3,4.9,0,0,0
1248,36.33,17,8,12.6,0,0,0
1249,67.57,12,1,4.4,1,1,0
1250,107.21,14,1,6.4,0,1,0
1251,36.85,8,3,1.9,1,1,0
1252,4.39,10,2,3.3,0,0,0
1253,22.44,16,3,1.4,0,1,0
1254,121.11,13,2,3.5,0,1,0
1255,1.0,7,1,9.8,0,0,0
1256,56.0,20,5,2.9,0,0,0
1257,21.38,17,4,1.2,1,0,0
1258,43.25,3,4,5.0,0,0,0
1259,17.31,16,5,2.3,0,1,0
1260,44.65,11,3,4.5,0,0,0
1261,58.71,9,3,2.4,1,0,0
1262,9.73,10,2,16.7,0,1,0
1263,30.84,19,3,7.1,0,1,0
1264,1.99,10,4,4.6,0,0,0
1265,37.73,14,1,9.6,0,0,0
1266,12.72,11,4,4.1,0,0,0
1267,10.59,21,0,15.1,1,1,0
1268,11.95,10,2,5.4,0,1,0
1269,23.55,5,6,1.1,0,0,0
1270,59.5,10,2,2.2,0,0,0
1271,3.97,3,1,10.2,0,1,0
1272,8.72,7,5,2.1,0,0,0
1273,1.0,22,4,13.4,0,0,0
1274,799.21,23,12,60.0,0,1,1
1275,1.0,13,4,2.5,1,0,0
1276,35.34,10,2,2.1,0,1,0
1277,91.56,19,6,13.3,1,1,1
1278,1.0,8,7,11.2,0,0,0
1279,57.32,11,3,2.6,0,0,0
1280,94.4,7,2,28.0,0,1,0
1281,16.96,7,0,8.7,0,0,0
1282,70.48,8,3,5.1,0,1,0
1283,51.87,16,4,13.1,0,1,0
1284,36.82,7,3,21.6,1,0,0
1285,54.15,14,3,0.7,0,1,0
1286,12.38,21,3,5.6,0,0,0
1287,135.58,10,6,1.3,1,0,0
1288,38.04,18,4,1.5,0,0,0
1289,58.52,7,5,7.6,0,1,0
1290,51.91,12,3,4.3,0,0,0
1291,35.38,8,2,8.8,0,0,0
1292,119.15,16,2,7.6,0,0,0
1293,8.04,8,3,6.6,0,0,0
1294,44.89,8,0,5.8,0,1,0
1295,263.8,0,11,39.7,1,1,1
1296,97.19,16,3,13.6,0,1,0
1297,98.0,17,7,15.0,0,1,0
1298,79.73,17,6,4.4,0,1,0
1299,104.8,18,5,8.9,0,0,0
1300,1.06,12,1,3.4,0,1,0
1301,113.46,14,0,2.9,0,0,0
1302,37.8,14,2,5.1,0,1,0
1303,82.81,8,10,0.7,1,1,0
1304,2.98,20,6,1.6,0,1,0
1305,36.24,13,3,20.9,0,1,0
1306,145.9,15,3,1.0,1,1,0
1307,35.8,14,2,3.2,0,1,0
1308,5.74,13,4,5.0,0,1,0
1309,21.31,0,5,11.1,0,1,0
1310,70.88,17,11,0.0,0,1,0
1311,49.66,12,2,15.5,0,1,0
1312,87.26,19,2,7.8,0,1,0
1313,28.0,15,1,6.6,1,0,0
1314,194.3,22,10,193.7,1,1,1
1315,66.24,5,1,28.9,1,1,0
1316,124.33,11,6,2.0,0,0,0
1317,90.35,13,4,8.7,1,1,0
1318,9.38,8,3,3.1,0,1,0
1319,29.22,10,2,3.9,0,1,0
1320,20.48,4,3,7.1,0,1,0
1321,26.6,3,4,8.9,0,0,0
1322,65.66,16,2,1.4,0,1,0
1323,62.28,8,2,7.7,0,1,0
1324,58.99,9,1,6.9,0,0,0
1325,70.65,12,5,11.7,0,1,0
1326,29.13,20,1,20.5,0,1,0
1327,25.32,18,1,9.5,0,0,0
1328,41.21,10,4,3.1,0,1,0
1329,11.6,12,3,1.1,0,1,0
1330,40.16,13,3,18.5,0,1,0
1331,177.9,14,3,5.0,0,0,0
1332,24.06,12,2,3.6,0,1,0
1333,64.34,17,1,4.4,0,1,0
1334,18.56,15,2,1.9,0,1,0
1335,52.26,8,1,4.0,0,0,0
1336,23.55,14,0,8.0,0,1,0
1337,80.36,15,6,16.4,0,0,0
1338,10.58,9,3,1.1,0,1,0
1339,11.5,17,4,5.7,0,1,0
1340,26.79,21,4,0.5,0,0,0
1341,44.07,10,4,17.6,0,1,0
1342,61.25,10,3,2.5,0,0,0
1343,38.78,17,5,12.3,0,0,0
1344,19.5,10,2,18.3,0,0,0
1345,42.76,16,4,10.4,0,1,0
1346,76.24,9,7,16.3,0,1,0
1347,130.91,5,9,10.9,0,1,1
1348,30.47,11,4,10.7,0,1,0
1349,30.0,21,3,8.7,0,0,0
1350,30.05,7,1,1.9,0,0,0
1351,112.27,12,4,6.1,0,0,0
1352,20.06,19,1,24.0,0,1,0
1353,121.64,8,4,15.3,0,1,0
1354,59.21,16,4,4.1,0,1,0
1355,220.83,17,8,7.5,1,0,0
1356,79.0,8,2,13.7,0,1,0
1357,2300.21,2,7,1.2,1,0,1
1358,23.02,19,0,3.0,0,0,0
1359,157.07,7,2,0.2,0,0,0
1360,139.47,10,0,9.8,0,0,0
1361,29.55,14,4,3.2,1,0,0
1362,2.92,16,4,31.9,0,1,0
1363,35.28,9,0,4.0,0,1,0
1364,121.53,13,4,1.8,0,0,0
1365,42.86,14,3,12.7,0,0,0
1366,29.33,6,2,1.8,0,1,0
1367,254.26,14,4,4.8,0,1,0
1368,1.0,7,3,4.2,0,0,0
1369,32.81,10,4,0.3,0,0,0
1370,37.25,21,4,6.2,0,0,0
1371,65.59,11,6,3.7,0,0,0
1372,23.57,12,1,20.1,0,1,0
